id, journal, dates, title, author, citation
"52140","Quarterly Journal of Economics","Volume 119?Issue 1?February 2004","Tender Offers and Leverage","Holger M. Mller&Fausto Panunzi","69"
"52142","Quarterly Journal of Economics","Volume 119?Issue 1?February 2004","The Regulation of Labor","Juan C. Botero&Simeon Djankov&Andrei Shleifer","-1"
"52156","Quarterly Journal of Economics","Volume 118?Issue 3?August 2003","Bad Reputation","Jeffrey C. Ely&Juuso Vlimki","-1"
"52166","Quarterly Journal of Economics","Volume 118?Issue 2?May 2003","The Rise and Fall of World Trade, 1870_????1939","Antoni Estevadeordal&Brian Frantzand& Alan M. Taylor","449"
"52176","Quarterly Journal of Economics","Volume 118?Issue 2?May 2003","Bad Reputation","Jeffrey C. Ely&Juuso Vlimki","-1"
"52190","Quarterly Journal of Economics","Volume 118?Issue 2?May 2003","The Labor Demand Curve","George J. Borjas","2286"
"52202","Quarterly Journal of Economics","Volume 118?Issue 1?February 2003","Related Lending","Rafael La Porta&Florencio Lopez-de-Silanes&Guillermo Zamarripa","0"
"52206","Quarterly Journal of Economics","Volume 118?Issue 1?February 2003","The Rise and Fall of World Trade, 1870_????1939","Antoni Estevadeordal&Brian Frantz&Alan M. Taylor","449"
"52216","Quarterly Journal of Economics","Volume 118?Issue 1?February 2003","Bad Reputation","Jeffrey C. Ely&Juuso Vlimki","-1"
"52234","Quarterly Journal of Economics","Volume 117?Issue 4?November 2002","Legal Origins","Edward L. Glaeser&Andrei Shleifer","779"
"52254","Quarterly Journal of Economics","Volume 117?Issue 3?August 2002","Legal Origins","Edward L. Glaeser&Andrei Shleifer","779"
"52263","Quarterly Journal of Economics","Volume 117?Issue 2?May 2002","Fear of Floating","Guillermo A. Calvo&Carmen M. Reinhart","4686"
"52264","Quarterly Journal of Economics","Volume 117?Issue 2?May 2002","Currency Unions","Alberto Alesina&Robert J. Barro","743"
"52271","Quarterly Journal of Economics","Volume 117?Issue 2?May 2002","The World Income Distribution","Daron Acemoglu&Jaume Ventura","462"
"52284","Quarterly Journal of Economics","Volume 117?Issue 2?May 2002","Legal Origins","Edward L. Glaeser&Andrei Shleifer","779"
"52293","Quarterly Journal of Economics","Volume 117?Issue 1?February 2002","The Regulation of Entry","Simeon Djankov&Rafael La Porta& Florencio Lopez-de-Silanesand& Andrei Shleifer","-1"
"52303","Quarterly Journal of Economics","Volume 117?Issue 1?February 2002","Fear of Floating","Guillermo A. Calvo&Carmen M. Reinhart","4686"
"52304","Quarterly Journal of Economics","Volume 117?Issue 1?February 2002","Currency Unions","Alberto Alesina&Robert J. Barro","743"
"52311","Quarterly Journal of Economics","Volume 117?Issue 1?February 2002","The World Income Distribution","Daron Acemoglu&Jaume Ventura","462"
"52317","Quarterly Journal of Economics","Volume 116?Issue 4?November 2001","Is Addiction _??_Rational_??_? Theory and Evidence","Jonathan Gruber&Botond Kszegi","12"
"52318","Quarterly Journal of Economics","Volume 116?Issue 4?November 2001","Sorting and Long-Run Inequality","Raquel Fernndez&Richard Rogerson","301"
"52323","Quarterly Journal of Economics","Volume 116?Issue 4?November 2001","Compensation Inequality","Brooks Pierce","172"
"52324","Quarterly Journal of Economics","Volume 116?Issue 3?August 2001","Educational Production","Edward P. Lazear","937"
"52326","Quarterly Journal of Economics","Volume 116?Issue 3?August 2001","Coase Versus the Coasians","Edward Glaeser&Simon Johnson&Andrei Shleifer","8"
"52331","Quarterly Journal of Economics","Volume 116?Issue 3?August 2001","Competition among Exchanges","Tano Santos&Jose A. Scheinkman","129"
"52337","Quarterly Journal of Economics","Volume 116?Issue 3?August 2001","Is Addiction _??_Rational_??_? Theory and Evidence","Jonathan Gruber&Botond Kszegi","12"
"52338","Quarterly Journal of Economics","Volume 116?Issue 3?August 2001","Sorting and Long-Run Inequality","Raquel Fernndez&Richard Rogerson","301"
"52343","Quarterly Journal of Economics","Volume 116?Issue 3?August 2001","Compensation Inequality","Brooks Pierce","172"
"52349","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","Productivity Differences","Daron Acemoglu&Fabrizio Zilibotti","1304"
"52354","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","A Model of Expertise","Vijay Krishna&John Morgan","632"
"52355","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","Educational Production","Edward P. Lazear","937"
"52357","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","Coase Versus the Coasians","Edward Glaeser&Simon Johnson&Andrei Shleifer","8"
"52362","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","Competition among Exchanges","Tano Santos&Jose A. Scheinkman","129"
"52367","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","Is Addiction _??_Rational_??_? Theory and Evidence","Jonathan Gruber&Botond Kszegi","12"
"52368","Quarterly Journal of Economics","Volume 116?Issue 2?May 2001","Sorting and Long-Run Inequality","Raquel Fernndez&Richard Rogerson","301"
"52373","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","A Cue-Theory of Consumption","David Laibson","368"
"52375","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","Status in Markets","Sheryl Ball&Catherine Eckel& Philip J. Grossmanand&William Zame","-1"
"52376","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","A Simple Model of Voice","Abhijit Banerjee&Rohini Somanathan","136"
"52387","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","Productivity Differences","Daron Acemoglu&Fabrizio Zilibotti","1304"
"52392","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","A Model of Expertise","Vijay Krishna&John Morgan","632"
"52394","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","Coase Versus the Coasians","Edward Glaeser&Simon Johnsonand&Andrei Shleifer","-1"
"52398","Quarterly Journal of Economics","Volume 116?Issue 1?February 2001","Competition among Exchanges","Tano Santos&Jose A. Scheinkman","129"
"52411","Quarterly Journal of Economics","Volume 115?Issue 3?August 2000","Economics and Identity","George A. Akerlof &Rachel E. Kranton","4966"
"52413","Quarterly Journal of Economics","Volume 115?Issue 3?August 2000","Pay Enough or Dont Pay at All","Uri Gneezy &Aldo Rustichini","165"
"52414","Quarterly Journal of Economics","Volume 115?Issue 3?August 2000","Measuring Trust","Edward L. Glaeser&David I. Laibson& Jos A. Scheinkmanand&Christine L. Soutter","0"
"52432","Quarterly Journal of Economics","Volume 115?Issue 2?May 2000","Efficient Auctions","Partha Dasgupta&Eric Maskin","530"
"52445","Quarterly Journal of Economics","Volume 115?Issue 1?February 2000","Economic Imperialism","Edward P. Lazear","843"
"52453","Quarterly Journal of Economics","Volume 115?Issue 1?February 2000","Efficient Auctions","Partha Dasgupta&Eric Maskin","530"
"52464","Quarterly Journal of Economics","Volume 115?Issue 1?February 2000","Economics and Identity","George A. Akerlof&Rachel E. Kranton","1615"
"52466","Quarterly Journal of Economics","Volume 115?Issue 1?February 2000","Pay Enough or Dont Pay at All","Uri Gneezy&Aldo Rustichini","2058"
"52467","Quarterly Journal of Economics","Volume 115?Issue 1?February 2000","Measuring Trust","Edward L. Glaeser&David I. Laibson","0"
"52495","Quarterly Journal of Economics","Volume 114?Issue 3?August 1999","Democracies Pay Higher Wages","Dani Rodrik","633"
"52499","Quarterly Journal of Economics","Volume 114?Issue 3?August 1999","Coordinating Regime Switches","Christophe Chamley","175"
"52515","Quarterly Journal of Economics","Volume 114?Issue 2?May 1999","Contracting with Externalities","Ilya Segal","440"
"52525","Quarterly Journal of Economics","Volume 114?Issue 2?May 1999","Democracies Pay Higher Wages","Dani Rodrik","633"
"52529","Quarterly Journal of Economics","Volume 114?Issue 2?May 1999","Coordinating Regime Switches","Christophe Chamley","175"
"52541","Quarterly Journal of Economics","Volume 114?Issue 1?February 1999","The Aftermath of Appreciations","Ilan Goldfajn&Rodrigo O. Valds","0"
"52545","Quarterly Journal of Economics","Volume 114?Issue 1?February 1999","Contracting with Externalities","Ilya Segal","440"
"52567","Quarterly Journal of Economics","Volume 113?Issue 3?August 1998","The Paradox of Liquidity","Stewart C. Myers & Raghuram G. Rajan","957"
"52571","Quarterly Journal of Economics","Volume 113?Issue 3?August 1998","Measuring Monetary Policy","Ben S. Bernanke & Ilian Mihov","2141"
"52585","Quarterly Journal of Economics","Volume 113?Issue 2?May 1998","Recombinant Growth","Martin L. Weitzman","877"
"52587","Quarterly Journal of Economics","Volume 113?Issue 2?May 1998","Power in a Theory of the Firm","Raghuram G. Rajan & Luigi Zingales","1669"
"52597","Quarterly Journal of Economics","Volume 113?Issue 2?May 1998","The Paradox of Liquidity","Stewart C. Myers & Raghuram G. Rajan","957"
"52601","Quarterly Journal of Economics","Volume 113?Issue 2?May 1998","Measuring Monetary Policy","Ben S. Bernanke & Ilian Mihov","2141"
"52624","Quarterly Journal of Economics","Volume 113?Issue 1?February 1998","Recombinant Growth","Martin L. Weitzman","877"
"52626","Quarterly Journal of Economics","Volume 113?Issue 1?February 1998","Power in a Theory of the Firm","Raghuram G. Rajan&Luigi Zingales","1669"
"52636","Quarterly Journal of Economics","Volume 113?Issue 1?February 1998","The Paradox of Liquidity","Stewart C. MyerSandraghuram G. Rajan","957"
"52639","Quarterly Journal of Economics","Volume 113?Issue 1?February 1998","Measuring Monetary Policy","Ben S. Bernanke&Ilian Mihov","2141"
"52652","Quarterly Journal of Economics","Volume 112?Issue 4?November 1997","Disorganization","Olivier Blanchard&Michael Kremer","1041"
"52657","Quarterly Journal of Economics","Volume 112?Issue 4?November 1997","A Theory of Misgovernance","Abhijit V. Banerjee","705"
"52663","Quarterly Journal of Economics","Volume 112?Issue 3?August 1997","Are Ghettos Good or Bad?","David M. Cutler&Edward L. Glaeser","1368"
"52666","Quarterly Journal of Economics","Volume 112?Issue 3?August 1997","The Dynamics of Smithian Growth","Morgan Kelly","173"
"52670","Quarterly Journal of Economics","Volume 112?Issue 3?August 1997","Disorganization","Olivier Blanchard&Michael Kremer","1041"
"52675","Quarterly Journal of Economics","Volume 112?Issue 3?August 1997","A Theory of Misgovernance","Abhijit V. Banerjee","705"
"52676","Quarterly Journal of Economics","Volume 112?Issue 2?May 1997","Money Illusion","Eldar Shafir&Peter Diamondand&Amos Tversky","-1"
"52692","Quarterly Journal of Economics","Volume 112?Issue 2?May 1997","Are Ghettos Good or Bad?","David M. Cutler&Edward L. Glaeser","1368"
"52695","Quarterly Journal of Economics","Volume 112?Issue 2?May 1997","The Dynamics of Smithian Growth","Morgan Kelly","173"
"52698","Quarterly Journal of Economics","Volume 112?Issue 2?May 1997","Disorganization","Olivier Blanchard&Michael Kremer","1041"
"52702","Quarterly Journal of Economics","Volume 112?Issue 1?February 1997","Growth and Interdependence","Jaume Ventura","591"
"52705","Quarterly Journal of Economics","Volume 112?Issue 1?February 1997","Marriage and Class","Ken Burdett&Melvyn G. Coles","580"
"52708","Quarterly Journal of Economics","Volume 112?Issue 1?February 1997","Workers, Wages, and Technology","Mark Doms&Timothy Dunne&Kenneth R. Troske","1072"
"52711","Quarterly Journal of Economics","Volume 112?Issue 1?February 1997","Money Illusion","Eldar Shafir&Peter Diamond&Amos Tversky","-1"
"52727","Quarterly Journal of Economics","Volume 111?Issue 4?November 1996","Learning and Wage Dynamics","Henry S. Farber&Robert Gibbons","832"
"52747","Quarterly Journal of Economics","Volume 111?Issue 3?August 1996","Learning and Wage Dynamics","Henry S. Farber&Robert Gibbons","832"
"52762","Quarterly Journal of Economics","Volume 111 Issue 2 May 2000","Crime and Social Interactions","Edward L. Glaeser&Bruce Sacerdote&Jos A. Scheinkman","2118"
"52776","Quarterly Journal of Economics","Volume 111 Issue 2 May 2007","Learning and Wage Dynamics","Henry S. Farber&Robert Gibbons","832"
"52802","Quarterly Journal of Economics","Volume 111?Issue 1?February 1996","Crime and Social Interactions","Edward L. Glaeser&Bruce Sacerdote&Jos A. Scheinkman","2118"
"52826","Quarterly Journal of Economics","Volume 110?Issue 3?August 1995","Case-Based Decision Theory","Itzhak Gilboa & David Schmeidler","770"
"52828","Quarterly Journal of Economics","Volume 110?Issue 3?August 1995","Corruption and Growth","Paolo Mauro","9737"
"52844","Quarterly Journal of Economics","Volume 110?Issue 2?May 1995","Arms Length Relationships","Jacques Crmer","520"
"52853","Quarterly Journal of Economics","Volume 110?Issue 2?May 1995","The High Unemployment Trap","Gilles Saint-Paul","156"
"52856","Quarterly Journal of Economics","Volume 110?Issue 2?May 1995","Case-Based Decision Theory","Itzhak Gilboa&David Schmeidler","770"
"52858","Quarterly Journal of Economics","Volume 110?Issue 2?May 1995","Corruption and Growth","Paolo Mauro","9737"
"52869","Quarterly Journal of Economics","Volume 110?Issue 1?February 1995","Inflation Persistence","Jeff Fuhrer&George Moore","1805"
"52874","Quarterly Journal of Economics","Volume 110?Issue 1?February 1995","Arms Length Relationships","Jacques Crmer","520"
"52883","Quarterly Journal of Economics","Volume 110?Issue 1?February 1995","The High Unemployment Trap","Gilles Saint-Paul","156"
"52887","Quarterly Journal of Economics","Volume 109?Issue 4?November 1994","The Wage Policy of a Firm","George Baker&Michael Gibbs&Bengt Holmstrom","817"
"52889","Quarterly Journal of Economics","Volume 109?Issue 4?November 1994","Politicians and Firms","Andrei Shleifer&Robert W. Vishny","3430"
"52895","Quarterly Journal of Economics","Volume 109?Issue 4?November 1994","The Management of Innovation","Philippe Aghion&Jean Tirole","1525"
"52909","Quarterly Journal of Economics","Volume 109?Issue 3?August 1994","The Wage Policy of a Firm","George Baker&Michael Gibbs&Bengt Holmstrom","817"
"52911","Quarterly Journal of Economics","Volume 109?Issue 3?August 1994","Politicians and Firms","Andrei Shleifer&Robert W. Vishny","3430"
"52917","Quarterly Journal of Economics","Volume 109?Issue 3?August 1994","The Management of Innovation","Philippe Aghion&Jean Tirole","1525"
"52965","Quarterly Journal of Economics","Volume 109?Issue 1?February 1994","The Wage Policy of a Firm","George Baker&Michael Gibbsand& Bengt Holmstrom","817"
"52966","Quarterly Journal of Economics","Volume 109?Issue 1?February 1994","Politicians and Firms","Andrei Shleifer&Robert W. Vishny","3430"
"52971","Quarterly Journal of Economics","Volume 109?Issue 1?February 1994","The Management of Innovation","Philippe Aghion&Jean Tirole","1525"
"52991","Review of Economic Studies","Volume 81?Issue 3?July 2014","Customer Capital","Franois Gourio&Leena Rudanko","2"
"53016","Review of Economic Studies","Volume 81?Issue 2?April 2014","Fiscal Devaluations","Emmanuel Farhi&Gita Gopinath&Oleg Itskhoki","3"
"53018","Review of Economic Studies","Volume 81?Issue 2?April 2014","Growing up in a Recession","Paola Giuliano&Antonio Spilimbergo","198"
"53028","Review of Economic Studies","Volume 81?Issue 2?April 2014","Customer Capital","Franois Gourio&Leena Rudanko","2"
"53065","Review of Economic Studies","Volume 81?Issue 1?January 2014","Fiscal Devaluations","Emmanuel Farhi&Gita Gopinathand&Oleg Itskhoki","-1"
"53067","Review of Economic Studies","Volume 81?Issue 1?January 2014","Growing up in a Recession","Paola Giuliano&Antonio Spilimbergo","198"
"53075","Review of Economic Studies","Volume 81?Issue 1?January 2014","Customer Capital","Franois Gourio&Leena Rudanko","2"
"53093","Review of Economic Studies","Volume 80?Issue 4?October 2013","Stochastic Search Equilibrium","Giuseppe Moscarini&Fabien Postel-Vinay","112"
"53101","Review of Economic Studies","Volume 80?Issue 3?July 2013","The Binarized Scoring Rule","Tanjim Hossain&Ryo Okui","85"
"53119","Review of Economic Studies","Volume 80?Issue 3?July 2013","Stochastic Search Equilibrium","Giuseppe Moscarini&Fabien Postel-Vinay","112"
"53127","Review of Economic Studies","Volume 80?Issue 2?April 2013","Should Day Care be Subsidized?","David Domeij&Paul Klein","44"
"53134","Review of Economic Studies","Volume 80?Issue 2?April 2013","Optimal Contracts with Shirking","John Y. Zhu","69"
"53141","Review of Economic Studies","Volume 80?Issue 1?January 2013","Credit within the Firm","Luigi Guiso&Luigi Pistaferri&Fabiano Schivardi","7"
"53145","Review of Economic Studies","Volume 80?Issue 1?January 2013","Discrete Choice Non-Response","Esmeralda A. Ramalho&Richard J. Smith","1"
"53153","Review of Economic Studies","Volume 80?Issue 1?January 2013","Should Day Care be Subsidized?","David Domeij&Paul Klein","44"
"53160","Review of Economic Studies","Volume 80?Issue 1?January 2013","Optimal Contracts with Shirking","John Y. Zhu","69"
"53166","Review of Economic Studies","Volume 80?Issue 1?January 2013","The Binarized Scoring Rule","Tanjim Hossain&Ryo Okui","85"
"53183","Review of Economic Studies","Volume 80?Issue 1?January 2013","Stochastic Search Equilibrium","Giuseppe Moscarini&Fabien Postel-Vinay","112"
"53189","Review of Economic Studies","Volume 79?Issue 4?October 2012","Urban Growth and Transportation","Gilles Duranton&Matthew A. Turner","459"
"53196","Review of Economic Studies","Volume 79?Issue 4?October 2012","Beliefs and Private Monitoring","Christopher Phelan&Andrzej Skrzypacz","21"
"53206","Review of Economic Studies","Volume 79?Issue 3?July 2012","Incentives for Unaware Agents","Ernst-Ludwig Von Thadden&Xiaojian Zhao","55"
"53214","Review of Economic Studies","Volume 79?Issue 3?July 2012","Urban Growth and Transportation","Gilles Duranton&Matthew A. Turner","459"
"53221","Review of Economic Studies","Volume 79?Issue 3?July 2012","Beliefs and Private Monitoring","Christopher Phelan&Andrzej Skrzypacz","21"
"53222","Review of Economic Studies","Volume 79?Issue 2?April 2012","Communication and Learning","Luca Anderlini&Dino Gerardiand& Roger Lagunoff","-1"
"53230","Review of Economic Studies","Volume 79?Issue 2?April 2012","Bubbly Liquidity","Emmanuel Farhi&Jean Tirole","70"
"53231","Review of Economic Studies","Volume 79?Issue 2?April 2012","The War of Information","Faruk Gul&Wolfgang Pesendorfer","255"
"53232","Review of Economic Studies","Volume 79?Issue 2?April 2012","A Model of Capital and Crises","Zhigu He&Arvind Krishnamurthy","383"
"53245","Review of Economic Studies","Volume 79?Issue 2?April 2012","Incentives for Unaware Agents","Ernst-Ludwig Von Thadden&Xiaojian Zhao","55"
"53258","Review of Economic Studies","Volume 79?Issue 1?January 2012","Learning from a Piece of Pie","Pierre-andr Chiappori&Olivier Donni&Ivana Komunjer","23"
"53266","Review of Economic Studies","Volume 79?Issue 1?January 2012","Communication and Learning","Luca Anderlini&Dino Gerardi&Roger Lagunoff","-1"
"53274","Review of Economic Studies","Volume 79?Issue 1?January 2012","Bubbly Liquidity","Emmanuel Farhi&Jean Tirole","70"
"53275","Review of Economic Studies","Volume 79?Issue 1?January 2012","The War of Information","Faruk Gul&Wolfgang Pesendorfer","255"
"53276","Review of Economic Studies","Volume 79?Issue 1?January 2012","A Model of Capital and Crises","Zhigu He&Arvind Krishnamurthy","383"
"53288","Review of Economic Studies","Volume 79?Issue 1?January 2012","Incentives for Unaware Agents","Ernst-Ludwig Von Thadden&Xiaojian Zhao","55"
"53294","Review of Economic Studies","Volume 79?Issue 1?January 2012","Urban Growth and Transportation","Gilles Duranton&Matthew A. Turner","459"
"53299","Review of Economic Studies","Volume 79?Issue 1?January 2012","Beliefs and Private Monitoring","Christopher Phelan&Andrzej Skrzypacz","21"
"53304","Review of Economic Studies","Volume 78?Issue 4?October 2011","_??_Initiating Bargaining_??_","David Goldreich&_ukasz Pomorski","-1"
"53316","Review of Economic Studies","Volume 78?Issue 3?July 2011","Critical Types","Jeffrey C. Ely & Marcin P_ski","2725"
"53320","Review of Economic Studies","Volume 78?Issue 3?July 2011","On the Mechanics of Firm Growth","Erzo G. J. Luttmer","138"
"53328","Review of Economic Studies","Volume 78?Issue 3?July 2011","_??_Initiating Bargaining_??_","David Goldreich & _ukasz Pomorski","3"
"53338","Review of Economic Studies","Volume 78?Issue 2?April 2011","Competence and Ideology","Dan Bernhardt&Odilon Cmaraand&Francesco Squintani","-1"
"53345","Review of Economic Studies","Volume 78?Issue 2?April 2011","Negatively Correlated Bandits","Nicolas Klein&Sven Rady","6"
"53352","Review of Economic Studies","Volume 78?Issue 2?April 2011","Critical Types","Jeffrey C. Ely&Marcin P_ski","-1"
"53356","Review of Economic Studies","Volume 78?Issue 2?April 2011","On the Mechanics of Firm Growth","Erzo G. J. Luttmer","138"
"53364","Review of Economic Studies","Volume 78?Issue 2?April 2011","_??_Initiating Bargaining_??_","David Goldreich&_ukasz Pomorski","-1"
"53370","Review of Economic Studies","Volume 78?Issue 1?January 2011","Globalization and Risk Sharing","Fernando Broner&Jaume Ventura","137"
"53384","Review of Economic Studies","Volume 78?Issue 1?January 2011","Competence and Ideology","Dan Bernhardt&Odilon Cmaraand& Francesco Squintani","-1"
"53391","Review of Economic Studies","Volume 78?Issue 1?January 2011","Negatively Correlated Bandits","Nicolas Klein&Sven Rady","6"
"53398","Review of Economic Studies","Volume 78?Issue 1?January 2011","Critical Types","Jeffrey C. Ely&Marcin P_ski","-1"
"53402","Review of Economic Studies","Volume 78?Issue 1?January 2011","On the Mechanics of Firm Growth","Erzo G. J. Luttmer","138"
"53410","Review of Economic Studies","Volume 78?Issue 1?January 2011","_??_Initiating Bargaining_??_","David Goldreich&_ukasz Pomorski","-1"
"53419","Review of Economic Studies","Volume 77?Issue 4?October 2010","Missing Women: Age and Disease","Siwan Anderson&Debraj Ray","180"
"53423","Review of Economic Studies","Volume 77?Issue 4?October 2010","Habits Revealed","Ian Crawford","81"
"53434","Review of Economic Studies","Volume 77?Issue 3?July 2010","Satisficing Contracts","Patrick Bolton&Antoine Faure-Grimaud","17"
"53437","Review of Economic Studies","Volume 77?Issue 3?July 2010","Ramsey Tax Cycles","Marcus Hagedorn","11"
"53440","Review of Economic Studies","Volume 77?Issue 3?July 2010","Interdependent Durations","Bo E. Honor&_ureo De Paula","-1"
"53444","Review of Economic Studies","Volume 77?Issue 3?July 2010","Missing Women: Age and Disease","Siwan Anderson&Debraj Ray","180"
"53448","Review of Economic Studies","Volume 77?Issue 3?July 2010","Habits Revealed","Ian Crawford","81"
"53460","Review of Economic Studies","Volume 77?Issue 2?April 2010","The Flat Rental Puzzle","Sungjin Cho&John Rust","28"
"53467","Review of Economic Studies","Volume 77?Issue 2?April 2010","Politicians, Taxes and Debt","Pierre Yared","142"
"53471","Review of Economic Studies","Volume 77?Issue 2?April 2010","Satisficing Contracts","Patrick Bolton&Antoine Faure-Grimaud","17"
"53474","Review of Economic Studies","Volume 77?Issue 2?April 2010","Ramsey Tax Cycles","Marcus Hagedorn","11"
"53477","Review of Economic Studies","Volume 77?Issue 2?April 2010","Interdependent Durations","Bo E. Honor&_ureo De Paula","-1"
"53492","Review of Economic Studies","Volume 77?Issue 1?January 2010","Network Games","Andrea Galeotti&Sanjeev Goyal& Matthew O. Jackson& Fernando Vega-Redondoand&Leeat Yariv","-1"
"53497","Review of Economic Studies","Volume 77?Issue 1?January 2010","Dynamic Kidney Exchange","M. Utku _nver","182"
"53502","Review of Economic Studies","Volume 77?Issue 1?January 2010","The Flat Rental Puzzle","Sungjin Cho&John Rust","28"
"53509","Review of Economic Studies","Volume 77?Issue 1?January 2010","Politicians, Taxes and Debt","Pierre Yared","142"
"53513","Review of Economic Studies","Volume 77?Issue 1?January 2010","Satisficing Contracts","Patrick Bolton&Antoine Faure-Grimaud","17"
"53518","Review of Economic Studies","Volume 77?Issue 1?January 2010","Interdependent Durations","Bo E. Honor&_ureo De Paula","-1"
"53521","Review of Economic Studies","Volume 77?Issue 1?January 2010","Missing Women: Age and Disease","Siwan Anderson&Debraj Ray","180"
"53539","Review of Economic Studies","Volume 76?Issue 3?July 2009","Temptation-Driven Preferences","Eddie Dekel&Barton L. Lipman&Aldo Rustichini","185"
"53559","Review of Economic Studies","Volume 76?Issue 2?April 2009","Large Stakes and Big Mistakes","Dan Ariely&Uri Gneezy& George Loewensteinand&Nina Mazar","724"
"53570","Review of Economic Studies","Volume 76?Issue 2?April 2009","Financial Markets and Wages","Claudio Michelacci&Vincenzo Quadrini","78"
"53575","Review of Economic Studies","Volume 76?Issue 2?April 2009","Temptation-Driven Preferences","Eddie Dekel&Barton L. Lipmanand&Aldo Rustichini","185"
"53595","Review of Economic Studies","Volume 76?Issue 1?January 2009","Political Dynasties","Ernesto Dal B&Pedro Dal B&Jason Snyder","0"
"53606","Review of Economic Studies","Volume 76?Issue 1?January 2009","Large Stakes and Big Mistakes","Dan Ariely&Uri Gneezy","724"
"53617","Review of Economic Studies","Volume 76?Issue 1?January 2009","Financial Markets and Wages","Claudio Michelacci&Vincenzo Quadrini","78"
"53622","Review of Economic Studies","Volume 76?Issue 1?January 2009","Temptation-Driven Preferences","Eddie Dekel&Barton L. Lipman&Aldo Rustichini","185"
"53631","Review of Economic Studies","Volume 75?Issue 4?October 2008","Networking off Madison Avenue","Mohammad Arzaghi&J. Vernon Henderson","353"
"53632","Review of Economic Studies","Volume 75?Issue 4?October 2008","How to Organize Crime","Mariagiovanna Baccara&Heski Bar-Isaac","111"
"53635","Review of Economic Studies","Volume 75?Issue 4?October 2008","The Demand for Sons","Gordon B. Dahl&Enrico Moretti","147"
"53636","Review of Economic Studies","Volume 75?Issue 4?October 2008","Living with Risk","Larry G. Epstein","46"
"53638","Review of Economic Studies","Volume 75?Issue 4?October 2008","Bank Credit Cycles","G. B. Gorton&Ping He","1"
"53640","Review of Economic Studies","Volume 75?Issue 4?October 2008","Governing Adaptation","Heikki Rantakari","190"
"53641","Review of Economic Studies","Volume 75?Issue 4?October 2008","(A, f): Choice with Frames","Yuval Salant&Ariel Rubinstein","11"
"53642","Review of Economic Studies","Volume 75?Issue 3?July 2008","Tax Riots","Marco Bassetto&Christopher Phelan","12"
"53643","Review of Economic Studies","Volume 75?Issue 3?July 2008","Political Motivations","Steven Callander","135"
"53647","Review of Economic Studies","Volume 75?Issue 3?July 2008","Time-Consistent Public Policy","Paul Klein&Per Krusell&Jos-Vctor Ros-Rull","-1"
"53648","Review of Economic Studies","Volume 75?Issue 3?July 2008","Inefficient Credit Booms","Guido Lorenzoni","712"
"53650","Review of Economic Studies","Volume 75?Issue 3?July 2008","Make Trade Not War?","Philippe Martin&Thierry Mayer&Mathias Thoenig","27"
"53666","Review of Economic Studies","Volume 75?Issue 2?April 2008","Tax Riots","Marco Bassetto&Christopher Phelan","12"
"53667","Review of Economic Studies","Volume 75?Issue 2?April 2008","Political Motivations","Steven Callander","135"
"53671","Review of Economic Studies","Volume 75?Issue 2?April 2008","Time-Consistent Public Policy","Paul Klein&Per Krusell&Jos-Vctor Ros-Rull","-1"
"53672","Review of Economic Studies","Volume 75?Issue 2?April 2008","Inefficient Credit Booms","Guido Lorenzoni","712"
"53674","Review of Economic Studies","Volume 75?Issue 2?April 2008","Make Trade Not War?","Philippe Martin&Thierry Mayer&Mathias Thoenig","27"
"53680","Review of Economic Studies","Volume 75?Issue 2?April 2008","Networking off Madison Avenue","Mohammad Arzaghi&J. Vernon Henderson","353"
"53681","Review of Economic Studies","Volume 75?Issue 2?April 2008","How to Organize Crime","Mariagiovanna Baccara&Heski Bar-Isaac","111"
"53684","Review of Economic Studies","Volume 75?Issue 2?April 2008","The Demand for Sons","Gordon B. Dahl&Enrico Moretti","147"
"53685","Review of Economic Studies","Volume 75?Issue 2?April 2008","Living with Risk","Larry G. Epstein","46"
"53687","Review of Economic Studies","Volume 75?Issue 2?April 2008","Bank Credit Cycles","G. B. Gorton&Ping He","1"
"53689","Review of Economic Studies","Volume 75?Issue 2?April 2008","Governing Adaptation","Heikki Rantakari","190"
"53691","Review of Economic Studies","Volume 75?Issue 1?January 2008","Ambiguity Without a State Space","David S. Ahn","128"
"53695","Review of Economic Studies","Volume 75?Issue 1?January 2008","Racial Preferences in Dating","Raymond Fisman&Sheena S. Iyengar& Emir Kamenicaand&Itamar Simonson","160"
"53700","Review of Economic Studies","Volume 75?Issue 1?January 2008","Optimal Delegation","Ricardo Alonso&Niko Matouschek","299"
"53715","Review of Economic Studies","Volume 75?Issue 1?January 2008","Time-Consistent Public Policy","Paul Klein&Per Kruselland&Jos-Vctor Ros-Rull","-1"
