ID, Journal, Date, Title,Author, Citation
20330,Journal of Econometrics,"2014, Volume 181, Issue 2",Testing over-identifying restrictions without consistent estimation of the asymptotic covariance matrix,"Lee, Wei-Ming & Kuan, Chung-Ming & Hsu, Yu-Chin",1
21600,Journal of Econometrics,"2005, Volume 124, Issue 2",Optimal weighted average power similar tests for the covariance structure in the linear regression model,"Forchini, Giovanni",1
23644,Journal of Economic Behavior & Org,"2009, Volume 70, Issue 1-2",Confidentially yours: Restricting information flow between trustees enhances trust-dependent transactions,"Mak, Vincent & Zwick, Rami",1
41336,Oxford Economic Paper,"2014, Volume 66, Issue 2",Fiscal shocks and the real exchange rate: evidence from an outpost of textbook open-economy macroeconomics,David Fielding,1
32068,"Journal of Law, Economics & Organization","2014, Volume 30, Issue 1",The Value of Corporate Governance for Bank Finance in an Emerging Economy: Evidence from a Natural Experiment,Simon Quinn,1
20693,Journal of Econometrics,"2011, Volume 165, Issue 2",Generalized method of moments (GMM) based inference with stratified samples when the aggregate shares are known,"Tripathi, Gautam",1
20490,Journal of Econometrics,"2013, Volume 173, Issue 1",Testing whether the underlying continuous-time process follows a diffusion: An infinitesimal operator-based approach,"Chen, Bin & Song, Zhaogang",1
34158,Journal of Money Credit & Banking,"2011, Volume 43, Issue 5","Central Bank Independence, Political Regimes, and the Sacrifice Ratio: A Replication Study of Caporale and Caporale (2008)",Hajime Katayama & Natalia Ponomareva & Malvin Sharma,1
47297,World Development,"2014, Volume 54, Issue C",The Effect of Development Aid Unpredictability and Migrants???? Remittances on Fiscal Consolidation in Developing Countries,"Gnangnon, Sna Kimm",1
33892,Journal of Money Credit & Banking,"2014, Volume 46, Issue S2",Should Full Employment Be a Mandate for Central Banks? Remarks at the Federal Reserve Bank of Bostons 57th Economic Conference,Eric S. Rosengren,1
22491,Journal of Econometrics,"1994, Volume 64, Issue 1-2",Exact finite-sample relative efficiency of suboptimally weighted least squares estimators in models with ordered heteroscedasticity,"Szroeter, Jerzy",1
53188,Review of Economic Studies,Volume 79?Issue 4?October 2012,The Optimal Inflation Rate in New Keynesian Models: Should Central Banks Raise Their Inflation Targets in Light of the Zero Lower Bound?,Olivier Coibion&Yuriy Gorodnichenkoand&Johannes Wiel&,1
53213,Review of Economic Studies,Volume 79?Issue 3?July 2012,The Optimal Inflation Rate in New Keynesian Models: Should Central Banks Raise Their Inflation Targets in Light of the Zero Lower Bound?,Olivier Coibion&Yuriy Gorodnichenkoand& Johannes Wiel&,1
53249,Review of Economic Studies,Volume 79?Issue 2?April 2012,The Optimal Inflation Rate in New Keynesian Models: Should Central Banks Raise Their Inflation Targets in Light of the Zero Lower Bound?,Olivier Coibion&Yuriy Gorodnichenkoand& Johannes Wieland,1
53293,Review of Economic Studies,Volume 79?Issue 1?January 2012,The Optimal Inflation Rate in New Keynesian Models: Should Central Banks Raise Their Inflation Targets in Light of the Zero Lower Bound?,Olivier Coibion&Yuriy Gorodnichenko&Johannes Wiel&,1
21996,Journal of Econometrics,"2000, Volume 98, Issue 1",Asymptotic probability concentrations and finite sample properties of modified LIML estimators for equations with more than two endogenous variables,"Oberhelman, Dennis & Rao Kadiyala, K.",1
24412,Journal of Economic Behavior & Org,"2002, Volume 48, Issue 4",Dutch treat versus Oriental treat,"Kim, Jeong-Yoo & Bae, Hyung & Won, Dongchul",0
25538,Journal of Economic Theory,"2013, Volume 148, Issue 2",Dynamic sender-????receiver games,"Renault, Jrme & Solan, Eilon & Vieille, Nicolas",0
25653,Journal of Economic Theory,"2012, Volume 147, Issue 2",On the Phelps????Koopmans theorem,"Mitra, Tapan & Ray, Debraj",0
32628,Journal of Monetary Economics,"2013, Volume 60, Issue 6",Wait-and-Se????? business cycles?,"Bachmann, Rdiger & Bayer, Christian",0
33873,Journal of Money Credit & Banking,"2014, Volume 46, Issue s1",A Conference on Postcrisis Banking,Thorsten Beck & Jakob Haan & Robert Deyoung,0
26824,Journal of Economic Theory,"2001, Volume 97, Issue 2","Analogies, Adaptation, and Anomalies","Samuelson, Larry",0
42413,Rand Journal of Economics,"2006, Volume 37, Issue 3",Competition in Two-????sided markets,Mark Armstrong,0
39273,Journal of the European Econ Assoc,"2004, Volume 2, Issue 5",Birgit Grodal: A Friend to Her Friends,andreu Mas-Colell,0
38090,Journal of Public Economics,"1994, Volume 54, Issue 2",Are efficient linear taxes inequitable?,"de Bartolome, Charles A. M.",0
38178,Journal of Risk & Uncertainty,"2012, Volume 45, Issue 3",When is ambiguit?????attitude constant?,Jrgen Eichberger & Simon Grant & David Kelsey,0
46479,Scandinavian Journal of Economics,"2011, Volume 113, Issue 1",Sel?????regulation through Goal Setting,Alexander K. Koch & Julia Nafziger,0
46469,Scandinavian Journal of Economics,"2011, Volume 113, Issue 3",Tournaments with Priz?????setting Agents,Kristoffer W. Eriksen & Ola Kvaly & Trond E. Olsen,0
24214,Journal of Economic Behavior & Org,"2004, Volume 55, Issue 2","E-commerce, productivity, and fluctuation","Wen, Mei",0
22638,Journal of Economic Behavior & Org,"2014, Volume 107, Issue PA",Learning tastes through social interaction,"Hsiaw, Alice",0
46828,Scandinavian Journal of Economics,"2001, Volume 103, Issue 2",Journal: Scandinavian Journal of Economics,"Alexius, Annika",0
26665,Journal of Economic Theory,"2002, Volume 106, Issue 2",Beliefs and Pareto Efficient Sets: A Remark,"Gajdos, Thibault & Tallon, Jean-Marc",0
31594,Journal of Industrial Economics,"2011, Volume 59, Issue 1",Joint Venture Bu?????Outs Under Uncertainty,Paul A. De Hek & Arijit Mukherjee,0
34817,Journal of Money Credit & Banking,"2002, Volume 34, Issue 1",A Simple Adaptive Measure of Core Inflation,"Cogley, Timothy",0
36252,Journal of Public Economics,"2013, Volume 103, Issue C",Bargaining around cos?????benefit standards,"Guttel, Ehud & Leshem, Shmuel",0
40931,Marketing Science,"2006, Volume 25, Issue 6",:????Antibusiness Movies and Folk Marketing,Steven M. Shugan,0
50589,Journal of Labor Economics,"Vol. 15, No. 1, Jan., 1997, Part 2: Essays in Honor of Yoram Ben-Porath","Yoram Ben-Porath: The Economist, the Friend",Reuben Gronau,0
20650,Journal of Econometrics,"2012, Volume 167, Issue 1",Hah?????Hausman test as a specification test,"Lee, Yoonseok & Okui, Ryo",0
22935,Journal of Economic Behavior & Org,"2013, Volume 90, Issue C",Fairness spillovers:????The case of taxation,"Cornelissen, Thomas & Himmler, Oliver & Koenig, Tobias",0
25401,Journal of Economic Theory,"2014, Volume 153, Issue C",Non-existence of continuous choice functions,"Nishimura, Hiroki & Ok, Efe A.",0
31581,Journal of Industrial Economics,"2011, Volume 59, Issue 2",Learnin?????B?????Doing and Market Structure,Natarajan Balasubramanian & Marvin B. Lieberman,0
20466,Journal of Econometrics,"2013, Volume 175, Issue 1",Nelso?????Plosser revisited: The ACF approach,"Abadir, Karim M. & Caggiano, Giovanni & Talmain, Gabriel",0
25395,Journal of Economic Theory,"2014, Volume 153, Issue C",A note on absolutely expedient learning rules,"Oyarzun, Carlos",0
46480,Scandinavian Journal of Economics,"2011, Volume 113, Issue 2",Unemployment and Righ?????wing Extremist Crime,Armin Falk & andreas Kuhn & Josef Zweimller,0
34192,Journal of Money Credit & Banking,"2011, Volume 43",Rul?????o?????Thumb Consumers Meet Sticky Wages,andrea Colciago,0
38075,Journal of Public Economics,"1994, Volume 55, Issue 1",Towards a theory of the direct-indirect tax mix,"Boadway, Robin & Marchand, Maurice & Pestieau, Pierre",0
41200,Marketing Science,"1998, Volume 17, Issue 2",Direct Estimation of Batsell and Polkings Model,Sang-June Park & Minhi Hahn,0
41949,Oxford Economic Paper,"1997, Volume 49, Issue 1",Exploiting an Advantage--Declining an Advantage,"Burdett, Ken & Walsh, John",0
20982,Journal of Econometrics,"2009, Volume 152, Issue 2",Nonparametric and robust methods in econometrics,"Lima, Luiz Renato & Moreira, Marcelo & Porter, Jack & Xiao, Zhijie",0
24154,Journal of Economic Behavior & Org,"2005, Volume 57, Issue 2",What African analysts can learn from the Ostroms,"Sawyer, Amos",0
26577,Journal of Economic Theory,"2003, Volume 111, Issue 1",Random perturbations of deterministic equilibria,"Gagnon, Gregory",0
33901,Journal of Money Credit & Banking,"2014, Volume 46, Issue 8",Aggregate Stability and Balance?????Budget Rules,Matteo F. Ghilardi & Raffaele Rossi,0
43359,Review of Economic Dynamics,"2003, Volume 6, Issue 4",The New Investment Theory and Aggregate Dynamics,Leif Danziger,0
32780,Journal of Monetary Economics,"2010, Volume 57, Issue 7",How much do economists agree on financial reform?,"King, Robert G.",0
34022,Journal of Money Credit & Banking,"2013, Volume 45, Issue 1",How to Solve the Price Puzzle? A Met?????Analysis,Marek Rusnak & Tomas Havranek & Roman Horvath,0
42419,Rand Journal of Economics,"2006, Volume 37, Issue 2","Ownership, incentives, and the hol?????up problem",Tim Baldenius,0
24314,Journal of Economic Behavior & Org,"2003, Volume 52, Issue 2",Positive reciprocity and intentions in trust games,"McCabe, Kevin A. & Rigdon, Mary L. & Smith, Vernon L.",0
24673,Journal of Economic Behavior & Org,"1999, Volume 38, Issue 3",On the optimum number of library software licenses,"Quandt, Richard E.",0
26356,Journal of Economic Theory,"2006, Volume 127, Issue 1",Contracting with externalities and outside options,"Bloch, Francis & Gomes, Armando",0
32590,Journal of Monetary Economics,"2014, Volume 63, Issue C",Game-theoretic foundations of monetary equilibrium,"Camera, Gabriele & Gioffr, Alessandro",0
45233,Review of Financial Studies,"2013, Volume 26, Issue 3",Mutual Funds R-super-2 as Predictor of Performance,Yakov Amihud & Ruslan Goyenko,0
36611,Journal of Public Economics,"2010, Volume 94, Issue 3-4",Social identity and preferences over redistribution,"Klor, Esteban F. & Shayo, Moses",0
20521,Journal of Econometrics,"2012, Volume 171, Issue 2",Confronting model misspecification in macroeconomics,"Waggoner, Daniel F. & Zha, Tao",0
21790,Journal of Econometrics,"2002, Volume 111, Issue 2",Finite sample and asymptotic methods in econometrics,"Smith, Richard J. & Boswijk, H. Peter",0
27254,Journal of Economic Theory,"1996, Volume 70, Issue 2",Cooperation for Pennies: A Note on[epsiv]-Equilibria,"Conlon, John R.",0
46543,Scandinavian Journal of Economics,"2009, Volume 111, Issue 2",Optimal Social Insurance with Linear Income Taxation,Lans Bovenberg & Peter Birch Srensen,0
20458,Journal of Econometrics,"2013, Volume 175, Issue 2",Determining the MSE-optimal cross section to forecast,"Arbus, Ignacio",0
24953,Journal of Economic Behavior & Org,"1995, Volume 28, Issue 3",Innovation announcement with vertical differentiation,"Jin, Jim Y.",0
24976,Journal of Economic Behavior & Org,"1995, Volume 27, Issue 3",Anonymity and the voluntary provision of public goods,"Laury, Susan K. & Walker, James M. & Williams, Arlington W.",0
28858,Journal of Finance,"1997, Volume 52, Issue 3",Regulatory Issues in a Technologically Advanced World,"Wallman, Steven M H",0
41362,Oxford Economic Paper,"2013, Volume 65, Issue suppl_1",Policy design in a model with swings in risk appetite,Bianca De Paoli & Pawel Zabczyk,0
23958,Journal of Economic Behavior & Org,"2007, Volume 63, Issue 2",Markets blown to bits: Comments on Mirowskis Markomata,"Wellman, Michael P.",0
25940,Journal of Economic Theory,"2009, Volume 144, Issue 4",Excess demand functions when new assets are introduced,"Momi, Takeshi",0
38762,Journal of the European Econ Assoc,"2013, Volume 11, Issue 3",Lies In Disguise:????An Experimental Study On Cheating,Urs Fischbacher & Franziska Fllmi-Heusi,0
41312,Oxford Economic Paper,"2014, Volume 66, Issue 4",How robust is majority voting as a social choice rule?,Dimitrios Xefteris,0
45760,Review of Financial Studies,"2008, Volume 21, Issue 3",Average Idiosyncratic Volatility in????????7-?ountries,Hui Guo & Robert Savickas,0
20531,Journal of Econometrics,"2012, Volume 171, Issue 1",Hodges????Lehmann optimality for testing moment conditions,"Canay, Ivan A. & Otsu, Taisuke",0
46431,Scandinavian Journal of Economics,"2012, Volume 114, Issue 2",Monetary Union and Pegging in the Presence of Labor Unions,Attila Korpos,0
20158,Journal of Development Economics,"1996, Volume 48, Issue 2",The role of intellectual property rights in economic growth,"Gould, David M. & Gruben, William C.",0
25730,Journal of Economic Theory,"2011, Volume 146, Issue 3",Introduction to Incompleteness and Uncertainty in Economics,"Corbae, Dean & Marimon, Ramon",0
46675,Scandinavian Journal of Economics,"2005, Volume 107, Issue 4",Welfare Implications of Non-scale RandD-based Growth Models,Thomas M. Steger,0
31051,Journal of Human Resources,"2005, Volume 40, Issue 4","The Living Arrangement Dynamics of Sick, Elderly Individuals",Benoit Dostie&Pierre Thomas Lger,0
22934,Journal of Economic Behavior & Org,"2013, Volume 90, Issue C",Principals???? preferences for agents with social preferences,"Arce, Daniel G.",0
26962,Journal of Economic Theory,"1999, Volume 86, Issue 2",Dynamical Systems with a Continuum of Randomly Matched Agents,"Alos-Ferrer, Carlos",0
27711,Journal of Finance,"2011, Volume 66, Issue 3",Financial Distress and the Cross????section of Equity Returns,Lorenzo Garlappi & Hong Yan,0
33889,Journal of Money Credit & Banking,"2014, Volume 46, Issue S2",The Happiness Trad?????Off between Unemployment and Inflation,David G. Blanchflower & David N.F. Bell & Alberto Montagnoli & Mirko Moro,0
22206,Journal of Econometrics,"1998, Volume 83, Issue 1-2","Rational expectations, inflation and the nominal interest rate","Crockett, Jean A.",0
25533,Journal of Economic Theory,"2013, Volume 148, Issue 3",Von Neumann-????Morgenstern solutions in the assignment market,"Nez, Marina & Rafels, Carles",0
43323,Review of Economic Dynamics,"2004, Volume 7, Issue 3",Concentration of Capital Ownership and Investment Fluctuations,Zvi Hercowitz,0
44428,Review of Economics & Statistics,"2003, Volume 85, Issue 3",Income Inequality and Tax Policy for South African Race Groups,Gregory D. Berg & William H. Kaempfer,0
49369,World Development,"1999, Volume 27, Issue 2",Easing Countries Transitions From Price Controls and Subsidies,"Collinge, Robert A. & De La Cruz, Justino",0
21863,Journal of Econometrics,"2002, Volume 107, Issue 1-2",On the recovery of joint distributions from limited information,"Miller, Douglas J. & Liu, Wei-han",0
26142,Journal of Economic Theory,"2007, Volume 137, Issue 1",Sequential communication with ex post participation constraints,"Ambec, Stefan",0
32164,"Journal of Law, Economics & Organization","2011, Volume 27, Issue 2",Even if it is not Bribery: The Case for Campaign Finance Reform,Brendan Daley & Erik Snowberg,0
33715,Journal of Monetary Economics,"1997, Volume 39, Issue 1",Changes in UK monetary policy: Rules and discretion in practice,"King, Mervyn",0
34009,Journal of Money Credit & Banking,"2013, Volume 45, Issue 2-3",Inventor?????Theoretic Money Demand and Relative Price Dynamics,Hirokazu Ishise Nao Sudo,0
46352,Scandinavian Journal of Economics,"2013, Volume 115, Issue 4","Buying a Home with a Resale Value: Location, Location, Location",Markus Haavio & Heikki Kauppi,0
31138,Journal of Human Resources,"2003, Volume 38, Issue 4","Restricted Work, Workers???? Compensation, & Days Away from Work",Geetha M. Waehrer&Ted R. Miller,0
34001,Journal of Money Credit & Banking,"2013, Volume 45, Issue 4",Time-????Varying Ris?????Return Trad?????off in the Stock Market,Hui Guo & Zijun Wang & Jian Yang,0
35138,Journal of Money Credit & Banking,"1995, Volume 27, Issue 2","Budget Deficits, Corporate Income Taxes, and the Current Account","Mansoorian, Arman",0
46885,Scandinavian Journal of Economics,"1999, Volume 101, Issue 4","Partnerships, Buy-Out Options and Investment in Emerging Markets","Mollgaard, H Peter & Overgaard, Per Baltzer",0
22674,Journal of Economic Behavior & Org,"2014, Volume 106, Issue C",Consumptio?????savings decisions under upward-looking comparisons,"Drechsel-Grau, Moritz & Schmid, Kai D.",0
25147,Journal of Economic Growth,"2010, Volume 15, Issue 4",The Galo?????Weil gender-gap model revisited: from home to market,Masako Kimura & Daishin Yasui,0
31568,Journal of Industrial Economics,"2011, Volume 59, Issue 4",How Costly is Hospital Quality? A Reveale?????Preference Approach,John A. Romley & Dana P. Goldman,0
33912,Journal of Money Credit & Banking,"2014, Volume 46, Issue 6",Understanding the Distributional Impact of Long-????Run Inflation,Gabriele Camera & Yili Chien,0
34015,Journal of Money Credit & Banking,"2013, Volume 45, Issue 2-3",Oil and U.S. GDP: A Real-????Time Ou?????o?????Sample Examination,Francesco Ravazzolo & Philip Rothman,0
23144,Journal of Economic Behavior & Org,"2012, Volume 82, Issue 1",You ca?????t be happier than your wife. Happiness gaps and divorce,"Guven, Cahit & Senik, Claudia & Stichnoth, Holger",0
25803,Journal of Economic Theory,"2010, Volume 145, Issue 5",Individual versus group strategy-proofness: When do they coincide?,"Barber?, Salvador & Berga, Dolors & Moreno, Bernardo",0
27040,Journal of Economic Theory,"1998, Volume 81, Issue 2",Price Level Volatility: A Simple Model of Money Taxes and Sunspots,"Bhattacharya, Joydeep & Guzman, Mark G. & Shell, Karl",0
31816,Journal of Industrial Economics,"2003, Volume 51, Issue 1",In Which Industries is Collusion More Likely? Evidence from the UK,George Symeonidis,0
33252,Journal of Monetary Economics,"2005, Volume 52, Issue 5",Monetary Theory and Policy: Papers in Honor of Bennett T. McCallum,"Goodfriend, Marvin & Zin, Stanley",0
34184,Journal of Money Credit & Banking,"2011, Volume 43",The Importance of Asymmetric Tax Policy and Dangers of Aggregation,Kenneth L. Judd,0
20027,Journal of Development Economics,"1998, Volume 55, Issue 1",Premiums to employment in larger establishments: evidence from Peru,"Schaffner, Julie anderson",0
26976,Journal of Economic Theory,"1999, Volume 85, Issue 2",On Renegotiation-Proof Collusion under Imperfect Public Information,"Yoon, Kiho",0
27293,Journal of Economic Theory,"1996, Volume 69, Issue 1",The Impact of Financial Intermediaries on Stationary Interest Rates,"Prechac, Christophe",0
32769,Journal of Monetary Economics,"2010, Volume 57, Issue 8",The paradox of interest rates of the Greenback Era: A reexamination,"Zhylyevskyy, Oleksandr",0
34134,Journal of Money Credit & Banking,"2011, Volume 43, Issue 7",Safet?????Net Losses from Abandoning Glass????Steagall Restrictions,Kenneth A. Carow & Edward J. Kane & Rajesh P. Narayanan,0
38283,Journal of Risk & Uncertainty,"2008, Volume 37, Issue 1",Resource allocation when projects have ranges of increasing returns,Catherine Bobtcheff & Christian Gollier & Richard Zeckhauser,0
38854,Journal of the European Econ Assoc,"2011, Volume 9, Issue 5",Reputation and Cooperation In The Repeated Secon?????Price Auctions,Maksymilian Kwiek,0
23298,Journal of Economic Behavior & Org,"2011, Volume 78, Issue 3",The great moderation and falling off a cliff: Neo-Kaldorian dynamics,"Devine, James G.",0
34132,Journal of Money Credit & Banking,"2011, Volume 43, Issue 7",Optimal Monetary Policy in an Operational Mediu?????Sized DSGE Model,Malin Adolfson & Stefan Lasen & Jesper Lind & Lars E.O. Svensson,0
34922,Journal of Money Credit & Banking,"1999, Volume 31, Issue 4",The Role of Seasonal Interest Rate Fluctuations in a Classical Model,"Cover, James Peery",0
38287,Journal of Risk & Uncertainty,"2008, Volume 37, Issue 1",Resource allocations when projects have ranges of increasing returns,Catherine Bobtcheff & Christian Gollier & Richard Zeckhauser,0
46460,Scandinavian Journal of Economics,"2011, Volume 113, Issue 3","Pension Plan Funding, Technology Choice, and the Equity Risk Premium",David C. Webb,0
20349,Journal of Econometrics,"2014, Volume 180, Issue 1",Beta-product dependent Pitma?????Yor processes for Bayesian inference,"Bassetti, Federico & Casarin, Roberto & Leisen, Fabrizio",0
23173,Journal of Economic Behavior & Org,"2012, Volume 81, Issue 2","Boo?????bust cycles: Leveraging, complex securities, and asset prices","Semmler, Willi & Bernard, Lucas",0
24342,Journal of Economic Behavior & Org,"2003, Volume 51, Issue 2",Voting over efficient decision rules in budget-balanced organizations,"Hueth, Brent & Melkonyan, Tigran",0
31000,Journal of Human Resources,"2007, Volume 42, Issue 2",Minimum Wage Effects in the Longer RunJ. Human Resources1175299200000,David Neumark&Olena Nizalova,0
36570,Journal of Public Economics,"2010, Volume 94, Issue 9-10",Going NUTS: The effect of EU Structural Funds on regional performance,"Becker, Sascha O. & Egger, Peter H. & von Ehrlich, Maximilian",0
42979,Review of Economic Dynamics,"2013, Volume 16, Issue 3",Asset-Pricing Implications of Biologically Based Non-Expected Utility,Emil Iantchev,0
22132,Journal of Econometrics,"1998, Volume 88, Issue 1",Relative efficiency with equivalence classes of asymptotic covariances,"Mandy, D. M. & Martins-Filho, Carlos",0
34992,Journal of Money Credit & Banking,"1998, Volume 30, Issue 1",The Credit Effects of Monetary Policy: Evidence Using Loan Commitments,"Morgan, Donald P",0
41489,Oxford Economic Paper,"2010, Volume 62, Issue 2","Monopolistic unions, Brainard uncertainty, and optimal monetary policy",Timo Henckel,0
42184,Rand Journal of Economics,"2011, Volume 42, Issue 4","Moral hazard, hol?????up, and the optimal allocation of control rights",Vijay Yerramilli,0
46459,Scandinavian Journal of Economics,"2011, Volume 113, Issue 4",Ris?????Averse Mitigation Decisions in an Unpredictable Climate System,Thomas S. Lontzek & Daiju Narita,0
50793,Journal of Law & Economics,"Vol. 54, No. 4, November 2011",Inside the Coasean Firm: Why Variations in Competence and Taste Matter,Richard A. Epstein,0
20599,Journal of Econometrics,"2012, Volume 168, Issue 2",Treatment effect bounds: An application to Swa?????Ganz catheterization,"Bhattacharya, Jay & Shaikh, Azeem M. & Vytlacil, Edward",0
22589,Journal of Economic Behavior & Org,"2014, Volume 108, Issue C",Conditional cooperation with negative externalities :???? An experiment,"Engel, Christoph & Zhurakhovska, Lilia",0
34151,Journal of Money Credit & Banking,"2011, Volume 43, Issue 5",The Growth and Welfare Effects of Defici?????Financed Dividend Tax Cuts,Pietro F. Peretto,0
40487,Marketing Science,"2013, Volume 32, Issue 4",National Br&s Response to Store Br&s: Throw In the Towel or Fight Back?,Sherif Nasser& Danko Turcic& Chakravarthi Narasimhan,0
56053,Journal of International Economics,"Pages 1-200 (August 1995), Volum39,Issue1_2","The bretton woods debates: A memoir: Raymond F. Mikesell, Essay No. 192",M.June Flanders,0
20352,Journal of Econometrics,"2014, Volume 180, Issue 1",Adaptive dynamic Nelso?????Siegel term structure model with applications,"Chen, Ying & Niu, Linlin",0
31357,Journal of Human Resources,"1997, Volume 32, Issue 1",Dem&-Side Changes & the Relative Economic Progress of Black Men: 1940-90,Elaine Reardon,0
38861,Journal of the European Econ Assoc,"2011, Volume 9, Issue 4",Long-????Run Effects Of Public Sector Sponsored Training In West Germany,Michael Lechner & Ruth Miquel & Conny Wunsch,0
44926,Review of Economics & Statistics,"1996, Volume 78, Issue 2",Equivalence of the Standard and the Modified Switching Regression Models,"Ai, Chunrong & Cassou, Steven P",0
47066,Scandinavian Journal of Economics,"1994, Volume 96, Issue 2",Trends in Manufacturing Productivity: Evidence from the Nordic Countries,"Pehkonen, Jaakko",0
22695,Journal of Economic Behavior & Org,"2014, Volume 105, Issue C",Behavioral heuristics and market patterns in a Bertran?????Edgeworth game,"Heymann, D. & Kawamura, E. & Perazzo, R. & Zimmermann, M.G.",0
23611,Journal of Economic Behavior & Org,"2009, Volume 71, Issue 2","Fairness, price stickiness, and history dependence in decentralized trade","Korth, Christian & Napel, Stefan",0
22644,Journal of Economic Behavior & Org,"2014, Volume 107, Issue PA",The identification of causal effects in environmental and energy economics,"Evans, Mary F. & Kotchen, Matthew J. & Vossler, Christian A.",0
27667,Journal of Finance,"2012, Volume 67, Issue 2",A Simple Way to Estimate Bi?????Ask Spreads from Daily High and Low Prices,Shane A. Corwin & Paul Schultz,0
27678,Journal of Finance,"2012, Volume 67, Issue 1",Famil?????Controlled Firms and Informed Trading: Evidence from Short Sales,Ronald C. anderson & David M. Reeb & Wanli Zhao,0
31369,Journal of Human Resources,"1996, Volume 31, Issue 4",The Responsiveness of the Dem& for Condoms to the Local Prevalence of AIDS,Avner Ahituv & V. Joseph Hotz & Tomas Philipson,0
34063,Journal of Money Credit & Banking,"2012, Volume 44, Issue 6","Sectoral Comovement, Monetary Policy Shocks, and Inpu?????Output Structure",Nao Sudo,0
53678,Review of Economic Studies,Volume 75?Issue 2?April 2008,"Market Size, Trade, and Productivity (DOI:10.111/j.1467-937x.2007.00463.x)",Marc J. Melitz&Gianmarco I. P. Ottaviano,0
27700,Journal of Finance,"2011, Volume 66, Issue 4",Systemic Liquidation Risk and the Diversit?????Diversification Trad?????Off,Wolf Wagner,0
30998,Journal of Human Resources,"2007, Volume 42, Issue 2",Abortion Legalization & Life-Cycle FertilityJ. Human Resources1175299200000,"Elizabeth Oltmans Ananat,Jonathan Gruber,&Phillip Levine",0
38782,Journal of the European Econ Assoc,"2013, Volume 11, Issue 1",Conditional Investmen?????Cash Flow Sensitivities and Financing Constraints,Stephen R. Bond & Mns Sderbom,0
33888,Journal of Money Credit & Banking,"2014, Volume 46, Issue S2",Labo?????Market Institutions and Long-????Term Effects of Youth Unemployment,Daiji Kawaguchi & Tetsushi Murao,0
34118,Journal of Money Credit & Banking,"2012, Volume 44",Understanding Expectatio?????Driven Fluctuations: A Labo?????Market Approach,Pengfei Wang,0
39437,Journal of Urban Economics,"2013, Volume 78, Issue C",Why do U.S. states adopt publi?????private partnership enabling legislation?,"Geddes, R. Richard & Wagner, Benjamin L.",0
56054,Journal of International Economics,"Pages 1-200 (August 1995), Volum39,Issue1_2","The german buy-backs, 1932-39: A cure for overhang?: Adam Klug, Study No. 75",M.June Flanders,0
32181,"Journal of Law, Economics & Organization","2010, Volume 26, Issue 3",Optimal Standards of Negligence When One Party Is Uninformed of the Standards,Henrik Lando,0
32745,Journal of Monetary Economics,"2011, Volume 58, Issue 3",Dynamic monetar?????fiscal interactions and the role of monetary conservatism,"Niemann, Stefan",0
54845,Journal of International Economics,"Pages 1-226 (May 2014), Volum93,Issue1",Global Financial Crisis through the Lens of a New Institution-based Trilemma.,Catherine L. Mann,0
56099,Journal of International Economics,"Pages 201-518 (May 1994), Volum36,Issue3_4",Optimal trade taxes in the presence of foreign ownership and equity exchanges,Shumpei Takemori& Masatoshi Tsumagari,0
21281,Journal of Econometrics,"2007, Volume 140, Issue 2",Asymptotic behaviour of regression pre-test estimators with minimal Bayes risk,"Reif, Jiri",0
33881,Journal of Money Credit & Banking,"2014, Volume 46, Issue s1",Does Macr?????Prudential Regulation Leak? Evidence from a UK Policy Experiment,Shekhar Aiyar & Charles W. Calomiris & Tomasz Wieladek,0
33899,Journal of Money Credit & Banking,"2014, Volume 46, Issue 8",Beyond the Transaction: Banks and Mortgage Default of Lo?????Income Homebuyers,O. Emre Ergungor & Stephanie Moulton,0
34162,Journal of Money Credit & Banking,"2011, Volume 43, Issue 4","Fixe????? and Variabl?????Rate Mortgages, Business Cycles, and Monetary Policy",Margarita Rubio,0
34229,Journal of Money Credit & Banking,"2010, Volume 42, Issue 8",A Tale of Two Rigidities: Sticky Prices in a Stick?????Information Environment,Edward S. Knotek Ii,0
22838,Journal of Economic Behavior & Org,"2013, Volume 93, Issue C",The enemy you ca?????t see: An investigation of the disruption of dark networks,"McBride, Michael & Hewitt, David",0
22929,Journal of Economic Behavior & Org,"2013, Volume 90, Issue C",The house does?????t always win: Evidence of anchoring among Australian bookies,"McAlvanah, Patrick & Moul, Charles C.",0
23882,Journal of Economic Behavior & Org,"2008, Volume 65, Issue 2",Replicator dynamics in a Cobweb model with rationally heterogeneous expectations,"Branch, William A. & McGough, Bruce",0
24194,Journal of Economic Behavior & Org,"2005, Volume 56, Issue 1",Should Economics aspire to become mathematical?: A review of Debunking Economics,"Steve Keen. SummaryPlus | Full Text + Links | PDF (70 K) by Belenkiy, Ari",0
32511,"Journal of Law, Economics & Organization","1995, Volume 11, Issue 1",The Creditors Financial Reorganization Decision: New Evidence from Canadian Data,"Fisher, Timothy C G & Martel, Jocelyn",0
33916,Journal of Money Credit & Banking,"2014, Volume 46, Issue 6","The Consumptio?????Income Ratio, Entrepreneurial Risk, and the U.S. Stock Market",Mathias Hoffmann,0
37928,Journal of Public Economics,"1996, Volume 61, Issue 3",What a difference a day makes...: Concern about a new approach to valuing a life,"Cullis, John G. & Jones, Philip R.",0
